,ACN US Equity,AMD US Equity,AKAM US Equity,ADSK US Equity,CA US Equity,GIB US Equity,CSCO US Equity,EMC US Equity,HPQ US Equity,INTC US Equity,IBM US Equity,MSFT US Equity,MSI US Equity,NVDA US Equity,RAX US Equity,SYMC US Equity,TEL US Equity,TDC US Equity,TXN US Equity,XRX US Equity
5/1/14,$79.84 ,$4.20 ,$54.53 ,$48.42 ,$30.14 ,$35.66 ,$23.01 ,$25.62 ,$14.82 ,$26.45 ,$193.53 ,$40.00 ,$62.65 ,$18.57 ,$28.96 ,$20.16 ,$59.25 ,$45.85 ,$45.23 ,$12.08 
5/2/14,$79.36 ,$4.12 ,$53.18 ,$47.68 ,$29.91 ,$35.57 ,$22.94 ,$25.69 ,$14.75 ,$26.41 ,$191.44 ,$39.69 ,$65.51 ,$18.43 ,$28.13 ,$20.37 ,$59.30 ,$45.10 ,$45.78 ,$12.03 
5/5/14,$79.00 ,$4.09 ,$54.13 ,$47.52 ,$29.66 ,$34.74 ,$22.96 ,$25.78 ,$14.76 ,$26.17 ,$191.26 ,$39.43 ,$66.15 ,$18.63 ,$27.72 ,$20.10 ,$59.29 ,$44.59 ,$45.72 ,$11.98 
5/6/14,$78.73 ,$4.01 ,$52.40 ,$47.03 ,$29.48 ,$34.41 ,$22.72 ,$25.57 ,$14.59 ,$26.20 ,$190.03 ,$39.06 ,$66.40 ,$18.25 ,$27.71 ,$20.09 ,$58.18 ,$44.32 ,$45.38 ,$11.72 
5/7/14,$78.21 ,$3.97 ,$51.86 ,$46.76 ,$29.46 ,$34.52 ,$22.87 ,$25.28 ,$14.67 ,$26.37 ,$189.30 ,$39.43 ,$67.14 ,$18.28 ,$26.91 ,$20.22 ,$58.45 ,$43.97 ,$45.58 ,$11.83 
5/8/14,$78.83 ,$3.93 ,$52.21 ,$46.82 ,$29.74 ,$34.30 ,$23.02 ,$25.21 ,$14.63 ,$26.34 ,$188.91 ,$39.64 ,$67.38 ,$18.50 ,$26.64 ,$20.13 ,$58.20 ,$39.54 ,$46.11 ,$11.92 
5/9/14,$78.74 ,$3.87 ,$52.82 ,$46.85 ,$29.41 ,$34.33 ,$23.02 ,$25.44 ,$14.69 ,$26.30 ,$190.08 ,$39.54 ,$67.26 ,$18.05 ,$26.28 ,$20.79 ,$58.10 ,$39.63 ,$45.84 ,$11.84 
5/12/14,$79.19 ,$3.97 ,$53.43 ,$48.61 ,$30.17 ,$34.69 ,$23.19 ,$25.57 ,$14.90 ,$26.37 ,$192.57 ,$39.97 ,$67.80 ,$18.58 ,$27.53 ,$21.26 ,$58.78 ,$40.34 ,$46.95 ,$12.01 
5/13/14,$79.68 ,$4.03 ,$53.30 ,$48.32 ,$29.91 ,$34.78 ,$22.86 ,$25.65 ,$15.11 ,$26.45 ,$192.19 ,$40.42 ,$67.75 ,$18.28 ,$29.88 ,$21.25 ,$58.10 ,$40.78 ,$46.14 ,$12.09 
5/14/14,$78.85 ,$3.98 ,$54.06 ,$48.07 ,$30.07 ,$33.84 ,$22.81 ,$25.80 ,$14.97 ,$26.33 ,$188.72 ,$40.24 ,$67.20 ,$18.10 ,$28.64 ,$21.41 ,$57.86 ,$40.87 ,$45.61 ,$11.98 
5/15/14,$78.42 ,$3.96 ,$53.51 ,$47.82 ,$29.05 ,$33.80 ,$24.18 ,$25.89 ,$14.71 ,$26.01 ,$186.46 ,$39.60 ,$66.34 ,$18.00 ,$30.68 ,$22.31 ,$56.66 ,$40.53 ,$44.89 ,$11.86 
5/16/14,$79.53 ,$4.02 ,$53.33 ,$51.67 ,$28.99 ,$33.53 ,$24.37 ,$26.25 ,$14.76 ,$25.82 ,$187.06 ,$39.83 ,$66.30 ,$17.96 ,$36.12 ,$22.44 ,$57.15 ,$40.62 ,$44.99 ,$11.93 
5/19/14,$79.56 ,$4.09 ,$53.34 ,$51.55 ,$29.25 ,$33.80 ,$24.35 ,$26.36 ,$15.03 ,$26.04 ,$187.00 ,$39.75 ,$66.88 ,$18.54 ,$36.04 ,$22.40 ,$57.59 ,$41.17 ,$45.60 ,$12.17 
5/20/14,$78.40 ,$4.05 ,$52.24 ,$51.07 ,$28.99 ,$33.51 ,$24.12 ,$26.28 ,$14.89 ,$26.04 ,$184.89 ,$39.68 ,$66.52 ,$18.24 ,$35.10 ,$22.09 ,$56.89 ,$40.80 ,$45.71 ,$12.00 
5/21/14,$79.37 ,$4.10 ,$53.88 ,$50.93 ,$29.05 ,$34.19 ,$24.48 ,$26.39 ,$14.76 ,$26.20 ,$186.39 ,$40.35 ,$66.89 ,$18.24 ,$35.08 ,$22.17 ,$57.22 ,$40.84 ,$45.65 ,$11.85 
5/22/14,$79.45 ,$4.01 ,$53.48 ,$51.51 ,$28.99 ,$33.75 ,$24.38 ,$26.44 ,$14.43 ,$26.15 ,$185.68 ,$40.10 ,$66.63 ,$18.32 ,$34.97 ,$22.22 ,$57.31 ,$41.02 ,$46.14 ,$11.82 
5/23/14,$79.79 ,$4.02 ,$53.65 ,$52.00 ,$29.19 ,$34.23 ,$24.52 ,$26.60 ,$15.31 ,$26.29 ,$185.94 ,$40.12 ,$67.00 ,$18.49 ,$35.41 ,$22.27 ,$58.13 ,$41.18 ,$46.25 ,$12.06 
5/27/14,$80.10 ,$4.04 ,$54.61 ,$52.47 ,$29.35 ,$34.29 ,$24.71 ,$26.57 ,$15.03 ,$26.71 ,$184.78 ,$40.19 ,$67.02 ,$18.82 ,$35.62 ,$22.48 ,$58.29 ,$41.30 ,$46.35 ,$12.15 
5/28/14,$79.58 ,$4.00 ,$54.35 ,$51.72 ,$28.90 ,$34.03 ,$24.82 ,$26.56 ,$15.14 ,$26.88 ,$183.08 ,$40.01 ,$66.93 ,$18.98 ,$35.47 ,$22.06 ,$58.45 ,$41.60 ,$46.46 ,$12.20 
5/29/14,$80.42 ,$4.03 ,$54.77 ,$52.69 ,$28.95 ,$33.96 ,$24.68 ,$26.77 ,$15.27 ,$26.96 ,$183.76 ,$40.34 ,$66.91 ,$18.95 ,$36.27 ,$22.17 ,$59.33 ,$42.19 ,$46.66 ,$12.30 
5/30/14,$81.45 ,$4.00 ,$54.34 ,$52.37 ,$28.69 ,$33.94 ,$24.62 ,$26.56 ,$15.21 ,$27.32 ,$184.36 ,$40.94 ,$67.42 ,$19.00 ,$36.49 ,$21.99 ,$59.46 ,$41.99 ,$46.98 ,$12.35 
6/2/14,$81.27 ,$3.97 ,$54.36 ,$52.52 ,$28.69 ,$33.50 ,$24.78 ,$26.61 ,$15.18 ,$27.26 ,$185.69 ,$40.79 ,$67.40 ,$18.94 ,$36.06 ,$21.86 ,$59.69 ,$41.98 ,$46.99 ,$12.41 
6/3/14,$81.87 ,$3.94 ,$55.09 ,$53.15 ,$28.29 ,$33.43 ,$24.68 ,$26.41 ,$15.30 ,$27.66 ,$184.37 ,$40.29 ,$66.86 ,$18.86 ,$36.03 ,$21.63 ,$60.69 ,$41.77 ,$46.99 ,$12.46 
6/4/14,$83.45 ,$4.04 ,$55.19 ,$53.03 ,$28.32 ,$33.31 ,$24.50 ,$26.33 ,$15.33 ,$27.60 ,$184.51 ,$40.32 ,$67.23 ,$18.88 ,$36.24 ,$21.62 ,$60.80 ,$41.93 ,$46.85 ,$12.50 
6/5/14,$83.58 ,$4.08 ,$55.90 ,$53.72 ,$28.81 ,$33.54 ,$24.70 ,$26.51 ,$15.38 ,$27.66 ,$185.98 ,$41.21 ,$67.17 ,$18.96 ,$36.45 ,$21.47 ,$61.24 ,$42.56 ,$47.40 ,$12.41 
6/6/14,$83.53 ,$4.06 ,$57.47 ,$54.87 ,$29.35 ,$33.91 ,$24.83 ,$26.55 ,$15.36 ,$28.17 ,$186.37 ,$41.48 ,$67.66 ,$19.03 ,$37.01 ,$21.38 ,$61.70 ,$43.08 ,$47.50 ,$12.85 
6/9/14,$84.26 ,$4.07 ,$58.13 ,$54.51 ,$29.07 ,$33.82 ,$24.80 ,$26.65 ,$15.32 ,$27.91 ,$186.22 ,$41.27 ,$67.67 ,$19.05 ,$37.74 ,$21.39 ,$62.14 ,$43.23 ,$47.88 ,$12.92 
6/10/14,$83.64 ,$4.20 ,$58.11 ,$54.08 ,$28.86 ,$33.81 ,$25.00 ,$26.70 ,$15.26 ,$28.24 ,$184.29 ,$41.11 ,$67.70 ,$19.15 ,$37.88 ,$21.29 ,$62.12 ,$43.20 ,$47.97 ,$12.84 
6/11/14,$82.94 ,$4.29 ,$58.30 ,$54.09 ,$28.76 ,$34.01 ,$25.04 ,$26.89 ,$15.10 ,$27.93 ,$182.25 ,$40.86 ,$66.93 ,$19.40 ,$38.28 ,$21.28 ,$62.02 ,$42.87 ,$48.09 ,$12.75 
6/12/14,$82.42 ,$4.29 ,$58.51 ,$53.85 ,$28.42 ,$33.63 ,$24.66 ,$26.54 ,$15.16 ,$27.96 ,$181.22 ,$40.58 ,$66.46 ,$19.52 ,$37.69 ,$21.30 ,$61.75 ,$42.75 ,$48.14 ,$12.63 
6/13/14,$82.73 ,$4.28 ,$58.84 ,$54.25 ,$28.94 ,$34.38 ,$24.70 ,$26.62 ,$15.96 ,$29.87 ,$182.56 ,$41.23 ,$66.78 ,$19.54 ,$37.19 ,$21.70 ,$61.46 ,$43.42 ,$48.33 ,$12.61 
6/16/14,$82.82 ,$4.44 ,$60.25 ,$54.58 ,$28.94 ,$34.37 ,$24.53 ,$26.68 ,$15.84 ,$30.01 ,$182.35 ,$41.50 ,$66.72 ,$19.48 ,$36.73 ,$21.57 ,$61.52 ,$44.07 ,$48.13 ,$12.56 
6/17/14,$82.51 ,$4.47 ,$60.59 ,$54.63 ,$29.20 ,$34.34 ,$24.50 ,$26.48 ,$15.85 ,$29.95 ,$182.26 ,$41.68 ,$66.64 ,$19.61 ,$37.03 ,$21.70 ,$61.78 ,$44.06 ,$48.26 ,$12.76 
6/18/14,$82.69 ,$4.40 ,$61.07 ,$56.96 ,$29.10 ,$34.65 ,$24.63 ,$26.80 ,$15.76 ,$29.93 ,$183.60 ,$41.65 ,$66.62 ,$19.59 ,$36.84 ,$21.95 ,$61.94 ,$44.28 ,$47.87 ,$12.72 
6/19/14,$83.06 ,$4.36 ,$61.33 ,$56.31 ,$28.90 ,$33.90 ,$24.71 ,$26.84 ,$15.65 ,$30.09 ,$182.82 ,$41.51 ,$67.06 ,$19.14 ,$36.70 ,$22.14 ,$62.23 ,$43.98 ,$47.91 ,$12.44 
6/20/14,$83.13 ,$4.10 ,$61.22 ,$56.19 ,$28.73 ,$34.07 ,$24.83 ,$26.34 ,$15.54 ,$30.20 ,$181.55 ,$41.68 ,$67.07 ,$18.93 ,$37.00 ,$22.23 ,$62.24 ,$43.57 ,$47.94 ,$12.35 
6/23/14,$82.67 ,$4.01 ,$62.12 ,$56.17 ,$28.76 ,$34.03 ,$24.70 ,$26.38 ,$15.67 ,$30.23 ,$182.14 ,$41.99 ,$67.10 ,$18.71 ,$37.15 ,$22.20 ,$61.89 ,$42.83 ,$48.08 ,$12.52 
6/24/14,$82.44 ,$3.94 ,$61.61 ,$55.80 ,$28.66 ,$33.86 ,$24.53 ,$26.11 ,$15.41 ,$30.50 ,$180.88 ,$41.75 ,$66.73 ,$18.42 ,$37.19 ,$22.39 ,$60.94 ,$42.19 ,$47.71 ,$12.37 
6/25/14,$83.06 ,$3.96 ,$61.17 ,$55.62 ,$28.81 ,$33.82 ,$24.72 ,$26.28 ,$15.25 ,$30.88 ,$180.72 ,$42.03 ,$66.55 ,$18.61 ,$36.80 ,$22.42 ,$61.04 ,$41.97 ,$48.04 ,$12.65 
6/26/14,$81.53 ,$4.03 ,$61.03 ,$56.25 ,$28.64 ,$34.61 ,$24.65 ,$26.26 ,$15.40 ,$30.78 ,$180.37 ,$41.72 ,$66.56 ,$18.36 ,$36.28 ,$22.54 ,$61.18 ,$41.12 ,$47.79 ,$12.34 
6/27/14,$81.35 ,$4.11 ,$61.01 ,$56.40 ,$28.55 ,$35.48 ,$24.70 ,$26.43 ,$15.40 ,$30.93 ,$181.71 ,$42.25 ,$66.78 ,$18.38 ,$33.63 ,$22.77 ,$61.94 ,$40.51 ,$47.76 ,$12.51 
6/30/14,$80.84 ,$4.19 ,$61.06 ,$56.38 ,$28.74 ,$35.48 ,$24.85 ,$26.34 ,$15.29 ,$30.90 ,$181.27 ,$41.70 ,$66.57 ,$18.54 ,$33.66 ,$22.90 ,$61.84 ,$40.20 ,$47.79 ,$12.44 
7/1/14,$81.25 ,$4.22 ,$61.63 ,$57.13 ,$29.32 ,$36.03 ,$25.08 ,$26.61 ,$15.52 ,$30.98 ,$186.35 ,$41.87 ,$66.96 ,$18.75 ,$33.75 ,$22.88 ,$63.36 ,$40.33 ,$48.49 ,$12.38 
7/2/14,$81.06 ,$4.34 ,$61.84 ,$56.83 ,$29.12 ,$36.00 ,$25.03 ,$26.70 ,$15.38 ,$30.98 ,$188.39 ,$41.90 ,$67.02 ,$18.68 ,$35.88 ,$22.73 ,$63.21 ,$39.99 ,$48.51 ,$12.34 
7/3/14,$81.55 ,$4.24 ,$62.01 ,$56.88 ,$29.36 ,$35.93 ,$25.19 ,$26.92 ,$15.44 ,$31.14 ,$188.53 ,$41.80 ,$67.41 ,$18.85 ,$35.86 ,$23.04 ,$63.66 ,$40.55 ,$48.95 ,$12.45 
7/7/14,$81.05 ,$4.26 ,$61.89 ,$55.93 ,$29.39 ,$35.23 ,$25.23 ,$26.86 ,$15.38 ,$31.03 ,$188.04 ,$41.99 ,$67.24 ,$18.70 ,$35.18 ,$22.86 ,$63.72 ,$40.82 ,$48.92 ,$12.21 
7/8/14,$81.11 ,$4.22 ,$59.75 ,$55.64 ,$28.54 ,$34.92 ,$25.07 ,$26.43 ,$15.21 ,$30.79 ,$187.22 ,$41.78 ,$66.27 ,$18.55 ,$35.51 ,$22.42 ,$63.60 ,$40.23 ,$48.85 ,$12.20 
7/9/14,$80.64 ,$4.23 ,$60.69 ,$55.63 ,$28.21 ,$35.68 ,$25.44 ,$26.69 ,$15.28 ,$30.89 ,$188.42 ,$41.67 ,$66.58 ,$19.11 ,$34.54 ,$22.63 ,$64.01 ,$40.48 ,$49.28 ,$12.47 
7/10/14,$79.77 ,$4.29 ,$60.07 ,$55.44 ,$28.17 ,$35.43 ,$25.44 ,$26.72 ,$15.37 ,$31.26 ,$187.70 ,$41.69 ,$66.45 ,$19.01 ,$33.69 ,$22.83 ,$63.33 ,$40.81 ,$49.00 ,$12.40 
7/11/14,$79.77 ,$4.37 ,$59.90 ,$55.57 ,$27.98 ,$35.44 ,$25.52 ,$26.64 ,$15.42 ,$31.25 ,$188.00 ,$42.09 ,$66.00 ,$19.05 ,$31.85 ,$22.59 ,$63.21 ,$41.24 ,$49.29 ,$12.72 
7/14/14,$79.46 ,$4.64 ,$60.34 ,$56.04 ,$28.20 ,$35.87 ,$25.44 ,$26.92 ,$15.50 ,$31.49 ,$189.86 ,$42.14 ,$66.08 ,$19.29 ,$32.15 ,$22.50 ,$63.20 ,$42.05 ,$48.92 ,$12.70 
7/15/14,$79.36 ,$4.53 ,$59.72 ,$55.48 ,$28.28 ,$35.58 ,$25.67 ,$26.86 ,$15.50 ,$31.71 ,$188.49 ,$42.45 ,$65.49 ,$19.37 ,$31.69 ,$22.89 ,$63.08 ,$41.49 ,$48.66 ,$12.63 
7/16/14,$79.74 ,$4.66 ,$59.11 ,$55.42 ,$28.28 ,$35.67 ,$25.98 ,$27.01 ,$15.81 ,$34.65 ,$192.36 ,$44.08 ,$65.67 ,$19.35 ,$31.63 ,$22.91 ,$62.96 ,$41.78 ,$49.05 ,$12.85 
7/17/14,$79.24 ,$4.57 ,$58.32 ,$55.42 ,$28.37 ,$35.39 ,$25.63 ,$26.73 ,$15.63 ,$33.70 ,$192.49 ,$44.53 ,$64.94 ,$19.30 ,$31.29 ,$23.07 ,$63.06 ,$41.74 ,$48.15 ,$12.81 
7/18/14,$79.74 ,$3.83 ,$59.24 ,$57.36 ,$28.42 ,$35.70 ,$25.91 ,$26.98 ,$15.80 ,$33.70 ,$192.50 ,$44.69 ,$65.49 ,$18.44 ,$31.62 ,$23.20 ,$64.26 ,$42.37 ,$48.82 ,$12.98 
7/21/14,$79.80 ,$3.78 ,$58.49 ,$56.20 ,$28.18 ,$35.23 ,$25.85 ,$28.33 ,$15.67 ,$34.06 ,$190.85 ,$44.84 ,$65.74 ,$18.55 ,$31.22 ,$23.36 ,$64.30 ,$42.22 ,$49.17 ,$12.96 
7/22/14,$80.29 ,$3.80 ,$58.92 ,$56.39 ,$28.40 ,$35.38 ,$25.95 ,$28.52 ,$15.96 ,$34.79 ,$194.09 ,$44.83 ,$66.05 ,$18.47 ,$31.11 ,$23.43 ,$64.97 ,$43.06 ,$49.12 ,$13.06 
7/23/14,$80.59 ,$3.76 ,$58.49 ,$55.88 ,$28.36 ,$34.95 ,$25.68 ,$28.75 ,$15.88 ,$34.50 ,$193.63 ,$44.87 ,$65.77 ,$18.08 ,$31.47 ,$23.47 ,$62.32 ,$42.70 ,$48.20 ,$12.78 
7/24/14,$80.69 ,$3.73 ,$59.80 ,$56.00 ,$29.64 ,$35.43 ,$25.83 ,$28.89 ,$15.91 ,$34.25 ,$195.24 ,$44.40 ,$65.61 ,$18.11 ,$31.48 ,$23.87 ,$63.31 ,$43.38 ,$47.86 ,$12.84 
7/25/14,$80.38 ,$3.76 ,$59.71 ,$55.23 ,$29.53 ,$35.56 ,$25.97 ,$29.20 ,$16.09 ,$34.25 ,$194.40 ,$44.50 ,$65.00 ,$17.79 ,$31.12 ,$23.83 ,$63.05 ,$42.63 ,$46.82 ,$13.15 
7/28/14,$80.65 ,$3.73 ,$59.44 ,$55.19 ,$29.51 ,$35.60 ,$25.92 ,$29.67 ,$16.16 ,$34.23 ,$195.78 ,$43.97 ,$65.21 ,$17.72 ,$30.91 ,$23.93 ,$63.14 ,$42.37 ,$47.35 ,$13.10 
7/29/14,$80.57 ,$3.79 ,$59.00 ,$55.47 ,$29.48 ,$35.43 ,$25.71 ,$29.47 ,$16.32 ,$34.19 ,$194.57 ,$43.89 ,$64.74 ,$17.78 ,$30.81 ,$23.78 ,$62.73 ,$42.85 ,$46.77 ,$12.98 
7/30/14,$80.49 ,$3.82 ,$60.73 ,$55.61 ,$29.58 ,$35.63 ,$25.63 ,$29.90 ,$16.39 ,$34.35 ,$194.00 ,$43.58 ,$64.83 ,$18.08 ,$30.94 ,$24.00 ,$63.37 ,$42.78 ,$47.23 ,$13.34 
7/31/14,$79.28 ,$3.91 ,$59.02 ,$53.35 ,$28.88 ,$35.88 ,$25.23 ,$29.30 ,$16.17 ,$33.89 ,$191.67 ,$43.16 ,$63.68 ,$17.50 ,$30.29 ,$23.66 ,$61.89 ,$42.16 ,$46.25 ,$13.26 
8/1/14,$78.70 ,$3.97 ,$57.09 ,$53.34 ,$28.47 ,$35.38 ,$25.00 ,$29.06 ,$15.98 ,$33.75 ,$189.15 ,$42.86 ,$63.82 ,$17.69 ,$29.75 ,$23.17 ,$61.48 ,$42.21 ,$46.24 ,$13.04 
8/4/14,$79.35 ,$4.00 ,$57.62 ,$54.15 ,$28.81 ,$35.89 ,$25.17 ,$29.57 ,$16.04 ,$34.05 ,$189.64 ,$43.37 ,$64.11 ,$17.65 ,$30.20 ,$23.56 ,$61.65 ,$43.54 ,$46.39 ,$13.13 
8/5/14,$78.45 ,$4.08 ,$56.86 ,$54.15 ,$28.47 ,$35.19 ,$24.97 ,$29.23 ,$15.92 ,$32.82 ,$187.10 ,$43.08 ,$61.39 ,$17.66 ,$29.97 ,$23.92 ,$61.32 ,$43.36 ,$45.99 ,$13.08 
8/6/14,$77.84 ,$4.12 ,$56.54 ,$54.23 ,$28.36 ,$35.39 ,$24.93 ,$29.16 ,$15.91 ,$32.85 ,$185.97 ,$42.74 ,$61.21 ,$17.64 ,$30.12 ,$23.73 ,$61.37 ,$43.05 ,$46.17 ,$12.99 
8/7/14,$77.50 ,$4.10 ,$56.55 ,$53.63 ,$28.15 ,$34.28 ,$24.86 ,$28.91 ,$15.81 ,$32.68 ,$184.30 ,$43.23 ,$61.25 ,$17.46 ,$29.94 ,$23.97 ,$60.90 ,$41.62 ,$45.67 ,$12.93 
8/8/14,$78.87 ,$4.12 ,$57.52 ,$53.91 ,$28.55 ,$33.92 ,$25.03 ,$29.09 ,$15.97 ,$32.60 ,$186.63 ,$43.20 ,$62.19 ,$19.00 ,$30.37 ,$23.94 ,$61.29 ,$42.48 ,$46.33 ,$13.19 
8/11/14,$78.96 ,$4.14 ,$57.98 ,$54.34 ,$28.50 ,$34.35 ,$25.23 ,$29.36 ,$15.98 ,$33.02 ,$187.47 ,$43.20 ,$61.73 ,$18.90 ,$31.31 ,$24.29 ,$61.51 ,$42.69 ,$46.50 ,$13.36 
8/12/14,$78.57 ,$4.08 ,$57.53 ,$54.62 ,$28.31 ,$34.13 ,$25.15 ,$29.34 ,$15.94 ,$33.13 ,$187.34 ,$43.52 ,$61.64 ,$18.90 ,$29.50 ,$24.12 ,$61.15 ,$42.27 ,$46.67 ,$13.40 
8/13/14,$78.99 ,$4.11 ,$58.70 ,$55.79 ,$28.42 ,$34.18 ,$25.20 ,$29.45 ,$16.03 ,$34.10 ,$187.95 ,$44.08 ,$62.03 ,$19.01 ,$29.90 ,$24.26 ,$62.11 ,$42.45 ,$47.08 ,$13.58 
8/14/14,$79.27 ,$4.08 ,$59.01 ,$56.28 ,$28.40 ,$34.39 ,$24.54 ,$29.75 ,$16.16 ,$33.94 ,$187.88 ,$44.27 ,$61.52 ,$18.80 ,$31.15 ,$24.34 ,$62.14 ,$42.87 ,$47.26 ,$13.45 
8/15/14,$79.01 ,$4.13 ,$59.66 ,$52.66 ,$28.36 ,$33.76 ,$24.43 ,$29.73 ,$15.92 ,$34.17 ,$187.38 ,$44.79 ,$61.00 ,$19.04 ,$31.21 ,$24.24 ,$62.15 ,$42.87 ,$47.56 ,$13.39 
8/18/14,$79.81 ,$4.21 ,$60.70 ,$53.79 ,$28.42 ,$33.95 ,$24.63 ,$29.95 ,$16.04 ,$34.41 ,$189.36 ,$45.11 ,$60.81 ,$19.30 ,$31.82 ,$24.38 ,$62.88 ,$43.33 ,$47.56 ,$13.49 
8/19/14,$80.32 ,$4.27 ,$60.89 ,$53.75 ,$28.30 ,$33.73 ,$24.64 ,$29.89 ,$16.11 ,$34.34 ,$190.07 ,$45.33 ,$61.37 ,$19.37 ,$32.67 ,$24.24 ,$62.80 ,$43.23 ,$47.69 ,$13.45 
8/20/14,$80.40 ,$4.28 ,$60.95 ,$53.59 ,$28.27 ,$34.33 ,$24.71 ,$29.70 ,$15.94 ,$34.50 ,$190.10 ,$44.95 ,$61.64 ,$19.25 ,$33.09 ,$24.28 ,$62.34 ,$43.32 ,$47.88 ,$13.54 
8/21/14,$80.82 ,$4.24 ,$60.86 ,$53.78 ,$28.19 ,$34.69 ,$24.89 ,$29.62 ,$16.80 ,$35.15 ,$191.23 ,$45.22 ,$61.70 ,$19.07 ,$33.38 ,$24.29 ,$62.46 ,$43.43 ,$48.17 ,$13.60 
8/22/14,$80.51 ,$4.25 ,$60.42 ,$53.46 ,$28.24 ,$34.56 ,$24.65 ,$29.64 ,$16.73 ,$34.94 ,$190.41 ,$45.15 ,$61.23 ,$19.08 ,$33.92 ,$24.19 ,$62.12 ,$43.51 ,$48.02 ,$13.59 
8/25/14,$80.98 ,$4.18 ,$60.49 ,$53.54 ,$28.21 ,$35.16 ,$24.70 ,$29.66 ,$16.87 ,$34.81 ,$191.16 ,$45.17 ,$61.02 ,$19.11 ,$33.84 ,$24.05 ,$62.90 ,$43.90 ,$47.37 ,$13.61 
8/26/14,$81.62 ,$4.19 ,$60.56 ,$54.24 ,$28.31 ,$35.80 ,$24.81 ,$29.57 ,$17.18 ,$34.80 ,$192.99 ,$45.01 ,$60.30 ,$19.46 ,$34.36 ,$24.32 ,$62.97 ,$44.50 ,$47.49 ,$13.67 
8/27/14,$80.98 ,$4.16 ,$60.50 ,$53.78 ,$28.18 ,$36.21 ,$24.80 ,$29.44 ,$17.32 ,$34.79 ,$192.25 ,$44.87 ,$59.68 ,$19.23 ,$34.04 ,$24.21 ,$62.07 ,$44.84 ,$47.78 ,$13.71 
8/28/14,$81.02 ,$4.14 ,$60.02 ,$54.00 ,$28.12 ,$35.77 ,$24.85 ,$29.41 ,$17.25 ,$34.65 ,$192.00 ,$44.88 ,$59.37 ,$19.39 ,$34.00 ,$24.16 ,$62.01 ,$45.32 ,$48.02 ,$13.76 
8/29/14,$81.06 ,$4.17 ,$60.42 ,$53.64 ,$28.24 ,$35.47 ,$24.99 ,$29.53 ,$17.25 ,$34.92 ,$192.30 ,$45.43 ,$59.40 ,$19.45 ,$34.60 ,$24.28 ,$62.68 ,$45.67 ,$48.18 ,$13.81 
9/2/14,$81.12 ,$4.16 ,$60.69 ,$53.46 ,$28.65 ,$35.87 ,$24.88 ,$29.43 ,$17.27 ,$34.57 ,$191.56 ,$45.09 ,$59.01 ,$19.50 ,$35.51 ,$24.28 ,$62.75 ,$45.84 ,$47.91 ,$13.84 
9/3/14,$81.86 ,$4.19 ,$60.37 ,$54.36 ,$28.78 ,$36.61 ,$25.04 ,$29.54 ,$17.28 ,$34.57 ,$191.95 ,$44.96 ,$58.94 ,$19.69 ,$36.62 ,$24.29 ,$63.10 ,$45.80 ,$48.35 ,$14.05 
9/4/14,$81.76 ,$4.15 ,$60.42 ,$54.18 ,$29.34 ,$36.38 ,$24.91 ,$29.05 ,$17.10 ,$34.91 ,$190.68 ,$45.26 ,$58.98 ,$20.03 ,$37.21 ,$24.30 ,$63.07 ,$44.60 ,$48.25 ,$13.62 
9/5/14,$81.83 ,$4.15 ,$61.54 ,$54.18 ,$29.22 ,$36.45 ,$25.00 ,$29.03 ,$17.06 ,$35.00 ,$191.20 ,$45.91 ,$58.89 ,$19.97 ,$37.24 ,$24.39 ,$62.62 ,$44.53 ,$48.58 ,$13.53 
9/8/14,$81.73 ,$4.13 ,$61.82 ,$54.37 ,$29.27 ,$35.91 ,$24.95 ,$29.28 ,$16.93 ,$35.33 ,$190.14 ,$46.47 ,$61.02 ,$19.79 ,$39.79 ,$24.35 ,$62.73 ,$44.87 ,$48.49 ,$13.39 
9/9/14,$80.95 ,$4.08 ,$61.17 ,$53.64 ,$28.88 ,$35.66 ,$24.86 ,$29.22 ,$16.70 ,$34.91 ,$189.99 ,$46.76 ,$61.08 ,$19.54 ,$39.62 ,$24.55 ,$62.01 ,$45.46 ,$48.28 ,$13.47 
9/10/14,$81.21 ,$4.08 ,$62.05 ,$53.37 ,$28.83 ,$35.83 ,$24.93 ,$29.50 ,$16.81 ,$35.02 ,$191.54 ,$46.84 ,$61.22 ,$19.61 ,$38.55 ,$24.70 ,$62.45 ,$44.64 ,$47.99 ,$13.63 
9/11/14,$81.51 ,$4.08 ,$62.32 ,$54.13 ,$28.84 ,$35.51 ,$25.18 ,$29.69 ,$16.69 ,$35.02 ,$191.72 ,$47.00 ,$61.22 ,$19.41 ,$38.86 ,$24.77 ,$63.58 ,$44.88 ,$48.15 ,$13.60 
9/12/14,$80.97 ,$3.96 ,$62.47 ,$53.54 ,$28.50 ,$35.42 ,$25.16 ,$29.65 ,$16.60 ,$34.62 ,$191.28 ,$46.70 ,$61.54 ,$19.12 ,$38.53 ,$24.53 ,$63.00 ,$44.86 ,$47.83 ,$13.55 
9/15/14,$80.60 ,$3.91 ,$61.35 ,$53.73 ,$28.29 ,$35.27 ,$25.06 ,$29.46 ,$16.46 ,$34.54 ,$191.81 ,$46.24 ,$61.42 ,$18.86 ,$39.00 ,$24.19 ,$62.61 ,$45.04 ,$47.59 ,$13.40 
